1
CLOSEDCURVE
256
558950 4454150 
558957 4454150 
558965 4454150 
558972 4454149 
558979 4454149 
558987 4454148 
558994 4454147 
559001 4454146 
559009 4454144 
559016 4454143 
559023 4454141 
559030 4454139 
559037 4454137 
559044 4454135 
559051 4454132 
559058 4454130 
559065 4454127 
559072 4454124 
559078 4454121 
559085 4454118 
559091 4454115 
559098 4454111 
559104 4454107 
559110 4454103 
559117 4454099 
559123 4454095 
559129 4454091 
559135 4454087 
559140 4454082 
559146 4454077 
559151 4454072 
559157 4454067 
559162 4454062 
559167 4454057 
559172 4454051 
559177 4454046 
559182 4454040 
559187 4454035 
559191 4454029 
559195 4454023 
559199 4454017 
559203 4454010 
559207 4454004 
559211 4453998 
559215 4453991 
559218 4453985 
559221 4453978 
559224 4453972 
559227 4453965 
559230 4453958 
559232 4453951 
559235 4453944 
559237 4453937 
559239 4453930 
559241 4453923 
559243 4453916 
559244 4453909 
559246 4453901 
559247 4453894 
559248 4453887 
559249 4453879 
559249 4453872 
559250 4453865 
559250 4453857 
559250 4453850 
559250 4453843 
559250 4453835 
559249 4453828 
559249 4453821 
559248 4453813 
559247 4453806 
559246 4453799 
559244 4453791 
559243 4453784 
559241 4453777 
559239 4453770 
559237 4453763 
559235 4453756 
559232 4453749 
559230 4453742 
559227 4453735 
559224 4453728 
559221 4453722 
559218 4453715 
559215 4453709 
559211 4453702 
559207 4453696 
559203 4453690 
559199 4453683 
559195 4453677 
559191 4453671 
559187 4453665 
559182 4453660 
559177 4453654 
559172 4453649 
559167 4453643 
559162 4453638 
559157 4453633 
559151 4453628 
559146 4453623 
559140 4453618 
559135 4453613 
559129 4453609 
559123 4453605 
559117 4453601 
559110 4453597 
559104 4453593 
559098 4453589 
559091 4453585 
559085 4453582 
559078 4453579 
559072 4453576 
559065 4453573 
559058 4453570 
559051 4453568 
559044 4453565 
559037 4453563 
559030 4453561 
559023 4453559 
559016 4453557 
559009 4453556 
559001 4453554 
558994 4453553 
558987 4453552 
558979 4453551 
558972 4453551 
558965 4453550 
558957 4453550 
558950 4453550 
558943 4453550 
558935 4453550 
558928 4453551 
558921 4453551 
558913 4453552 
558906 4453553 
558899 4453554 
558891 4453556 
558884 4453557 
558877 4453559 
558870 4453561 
558863 4453563 
558856 4453565 
558849 4453568 
558842 4453570 
558835 4453573 
558828 4453576 
558822 4453579 
558815 4453582 
558809 4453585 
558802 4453589 
558796 4453593 
558789 4453597 
558783 4453601 
558777 4453605 
558771 4453609 
558765 4453613 
558760 4453618 
558754 4453623 
558749 4453628 
558743 4453633 
558738 4453638 
558733 4453643 
558728 4453649 
558723 4453654 
558718 4453660 
558713 4453665 
558709 4453671 
558705 4453677 
558701 4453683 
558697 4453690 
558693 4453696 
558689 4453702 
558685 4453709 
558682 4453715 
558679 4453722 
558676 4453728 
558673 4453735 
558670 4453742 
558668 4453749 
558665 4453756 
558663 4453763 
558661 4453770 
558659 4453777 
558657 4453784 
558656 4453791 
558654 4453799 
558653 4453806 
558652 4453813 
558651 4453821 
558651 4453828 
558650 4453835 
558650 4453843 
558650 4453850 
558650 4453857 
558650 4453865 
558651 4453872 
558651 4453879 
558652 4453887 
558653 4453894 
558654 4453901 
558656 4453909 
558657 4453916 
558659 4453923 
558661 4453930 
558663 4453937 
558665 4453944 
558668 4453951 
558670 4453958 
558673 4453965 
558676 4453972 
558679 4453978 
558682 4453985 
558685 4453991 
558689 4453998 
558693 4454004 
558697 4454011 
558701 4454017 
558705 4454023 
558709 4454029 
558713 4454035 
558718 4454040 
558723 4454046 
558728 4454051 
558733 4454057 
558738 4454062 
558743 4454067 
558749 4454072 
558754 4454077 
558760 4454082 
558765 4454087 
558771 4454091 
558777 4454095 
558783 4454099 
558790 4454103 
558796 4454107 
558802 4454111 
558809 4454115 
558815 4454118 
558822 4454121 
558828 4454124 
558835 4454127 
558842 4454130 
558849 4454132 
558856 4454135 
558863 4454137 
558870 4454139 
558877 4454141 
558884 4454143 
558891 4454144 
558899 4454146 
558906 4454147 
558913 4454148 
558921 4454149 
558928 4454149 
558935 4454150 
558943 4454150 
