1
CLOSEDCURVE
512
558950 4454150 
558954 4454150 
558957 4454150 
558961 4454150 
558965 4454150 
558968 4454149 
558972 4454149 
558976 4454149 
558979 4454149 
558983 4454148 
558987 4454148 
558990 4454147 
558994 4454147 
558998 4454146 
559001 4454146 
559005 4454145 
559009 4454144 
559012 4454143 
559016 4454143 
559019 4454142 
559023 4454141 
559026 4454140 
559030 4454139 
559034 4454138 
559037 4454137 
559041 4454136 
559044 4454135 
559048 4454134 
559051 4454132 
559055 4454131 
559058 4454130 
559061 4454129 
559065 4454127 
559068 4454126 
559072 4454124 
559075 4454123 
559078 4454121 
559082 4454120 
559085 4454118 
559088 4454116 
559091 4454115 
559095 4454113 
559098 4454111 
559101 4454109 
559104 4454107 
559107 4454105 
559110 4454103 
559114 4454101 
559117 4454099 
559120 4454097 
559123 4454095 
559126 4454093 
559129 4454091 
559132 4454089 
559135 4454087 
559137 4454084 
559140 4454082 
559143 4454080 
559146 4454077 
559149 4454075 
559151 4454072 
559154 4454070 
559157 4454067 
559160 4454065 
559162 4454062 
559165 4454060 
559167 4454057 
559170 4454054 
559172 4454051 
559175 4454049 
559177 4454046 
559180 4454043 
559182 4454040 
559184 4454037 
559187 4454035 
559189 4454032 
559191 4454029 
559193 4454026 
559195 4454023 
559197 4454020 
559199 4454017 
559201 4454014 
559203 4454010 
559205 4454007 
559207 4454004 
559209 4454001 
559211 4453998 
559213 4453995 
559215 4453991 
559216 4453988 
559218 4453985 
559220 4453982 
559221 4453978 
559223 4453975 
559224 4453972 
559226 4453968 
559227 4453965 
559229 4453961 
559230 4453958 
559231 4453955 
559232 4453951 
559234 4453948 
559235 4453944 
559236 4453941 
559237 4453937 
559238 4453934 
559239 4453930 
559240 4453926 
559241 4453923 
559242 4453919 
559243 4453916 
559243 4453912 
559244 4453909 
559245 4453905 
559246 4453901 
559246 4453898 
559247 4453894 
559247 4453890 
559248 4453887 
559248 4453883 
559249 4453879 
559249 4453876 
559249 4453872 
559249 4453868 
559250 4453865 
559250 4453861 
559250 4453857 
559250 4453854 
559250 4453850 
559250 4453846 
559250 4453843 
559250 4453839 
559250 4453835 
559249 4453832 
559249 4453828 
559249 4453824 
559249 4453821 
559248 4453817 
559248 4453813 
559247 4453810 
559247 4453806 
559246 4453802 
559246 4453799 
559245 4453795 
559244 4453791 
559243 4453788 
559243 4453784 
559242 4453781 
559241 4453777 
559240 4453774 
559239 4453770 
559238 4453766 
559237 4453763 
559236 4453759 
559235 4453756 
559234 4453752 
559232 4453749 
559231 4453745 
