1
CLOSEDCURVE
64
558950 4454150 
558979 4454149 
559009 4454144 
559037 4454137 
559065 4454127 
559091 4454115 
559117 4454099 
559140 4454082 
559162 4454062 
559182 4454040 
559199 4454017 
559215 4453991 
559227 4453965 
559237 4453937 
559244 4453909 
559249 4453879 
559250 4453850 
559249 4453821 
559244 4453791 
559237 4453763 
559227 4453735 
559215 4453709 
559199 4453683 
559182 4453660 
559162 4453638 
559140 4453618 
559117 4453601 
559091 4453585 
559065 4453573 
559037 4453563 
559009 4453556 
558979 4453551 
558950 4453550 
558921 4453551 
558891 4453556 
558863 4453563 
558835 4453573 
558809 4453585 
558783 4453601 
558760 4453618 
558738 4453638 
558718 4453660 
558701 4453683 
558685 4453709 
558673 4453735 
558663 4453763 
558656 4453791 
558651 4453821 
558650 4453850 
558651 4453879 
558656 4453909 
558663 4453937 
558673 4453965 
558685 4453991 
558701 4454017 
558718 4454040 
558738 4454062 
558760 4454082 
558783 4454099 
558809 4454115 
558835 4454127 
558863 4454137 
558891 4454144 
558921 4454149 
